,videoId,title,description,views,likes,tag,url,duration,publishedAt,comments,combo,vectors,comment_ratio,engagement_ratio,final_rating,subject,channel_title,thumbnail
272,8S1uM9rakC4,How to remove duplicate values from tuple data type in Python@COMPUTEREXCELSOLUTION,"level ,"" ccc "", script "", get qbasic php "","" java "","" java programming webdesign "", access",477,11,Tech Suraj Guru Ji C language Java Java Script Advance Excel Webdesign CCC O Level DCA database level java language c++ in hindi and english html in hindi and english python in hindi and english html 5 in hindi,https://www.youtube.com/watch?v=8S1uM9rakC4,218,2022-08-24 13:13:46,[0],python c script tuple c++ language programming access php database data type html values,[[0. 0. 0. ... 0. 0. 0.]],0.0,1.25,0.67,pf,COMPUTER & EXCEL SOLUTION,https://i.ytimg.com/vi/8S1uM9rakC4/maxresdefault.jpg
273,1R_g8zq-h_0,"18. Data Mining: Tuple Duplication, Data Value Conflict",solution value causes duplication tuple solutions conflict data,50,1,,https://www.youtube.com/watch?v=1R_g8zq-h_0,2871,2024-07-01 14:08:13,[],tuple duplication data,[[0. 0. 0. ... 0. 0. 0.]],0.0,1.09,0.59,de2,TechTeach,https://i.ytimg.com/vi/1R_g8zq-h_0/maxresdefault.jpg
274,MII67S-0Udc,how to duplicate a tuple in python,instantly immutable elements download sequences meaning code cannot modified tuples created,23,0,python duplicated python duplicate list python duplicate file python duplicate array python duplicate string python duplicate dictionary python duplicate object python duplicated function python duplicate list n times python tuple comprehension python tuple methods python tuple append python tuple vs list python tuple unpacking python tuple to string python tuple to list python tuple in,https://www.youtube.com/watch?v=MII67S-0Udc,194,2024-03-05 07:34:13,[],code python tuple object function array list file dictionary,[[0. 0. 0. ... 0. 0. 0.]],0.0,0.0,0.0,python,CodeFast,https://i.ytimg.com/vi/MII67S-0Udc/maxresdefault.jpg
275,VPBZCzsttcg,Python merge Tuple  📶 Tuple in Python 🕔 merge in tuple ⭐tuple is immutable 🔥 #shorts #ytshorts,learn python,526,7,,https://www.youtube.com/watch?v=VPBZCzsttcg,14,2022-02-13 10:21:49,[],tuple merge python,[[0. 0. 0. ... 0. 0. 0.]],0.0,0.72,0.39,python,Mangesh Bagul,https://i.ytimg.com/vi/VPBZCzsttcg/maxresdefault.jpg
276,RQ0I1u-q8N8,"L25: Data Transformations | Smoothing, Aggregation, Generalization, Normalization(Min-Max, Z-Score)",course transformations warehouse data generalization learn normalization mining full lecture mining,146193,1729,dwdm data mining ggsipu,https://www.youtube.com/watch?v=RQ0I1u-q8N8,510,2019-09-19 12:43:53,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1]",normalization full mining warehouse data,[[0. 0. 0. ... 0. 0. 0.]],2.06,0.64,2.0,dbms2,Easy Engineering Classes,https://i.ytimg.com/vi/RQ0I1u-q8N8/maxresdefault.jpg
278,lggqjmQzsGI,Normalization in Data Transformation | Min-Max & Z-score Techniques with example,normalization techniquein concept 00 35 normalization z scope min video,70852,1246,Data Transformation Normalization in Data Transformation Min-Max & Z-score Techniques normalization data mining min max normalization z score technique min max normalization in data mining min max normalization example normalization in data transformation data warehouse data warehousing and data mining data science gate smashers gate smashers data warehouse gate 2024 gate 2024 preparation gate smashers dbms data warehouse concepts data warehouse architecture,https://www.youtube.com/watch?v=lggqjmQzsGI,548,2023-10-10 12:50:04,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1]",techniques normalization concept mining architecture warehouse max transformation min data z science,[[0. 0. 0. ... 0. 0. 0.]],2.68,0.96,2.67,de3,Gate Smashers,https://i.ytimg.com/vi/lggqjmQzsGI/maxresdefault.jpg
280,YZ5ebFHguoo,Data Transformation With Example | Box-Cox Transformation,learn data practical six examples easiest transformation online hello lean effective video,19406,325,data transformation box-cox transformation data transformation in minitab data transformation example box cox transformation explained box cox transformation what is data transformation why is the need for data transformation data transformation in statistics data transformation in data mining box cox transformation minitab box cox transformation in minitab box cox transformation lambda box-cox transformation example six sigma learn and apply lean six sigma,https://www.youtube.com/watch?v=YZ5ebFHguoo,996,2022-01-10 13:30:16,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",statistics box mining transformation data,[[0. 0. 0. ... 0. 0. 0.]],4.38,0.91,4.01,de4,LEARN & APPLY : Lean and Six Sigma,https://i.ytimg.com/vi/YZ5ebFHguoo/maxresdefault.jpg
282,yolQWaKn9Sk,"1.8 DATA TRANSFORMATION-DATAWAREHOUSE, DATAMINING",channel regression like lecture videos friends link binning hope clustering tube aayushi assistant datamining working series,18342,257,data mining notes lecture series notes engineering notes bech aktu,https://www.youtube.com/watch?v=yolQWaKn9Sk,343,2020-04-06 09:24:41,"[1, 0, 1, 1, 0, 1]",binning mining link engineering clustering data regression series,[[0. 0. 0. ... 0. 0. 0.]],3.33,0.76,3.08,de5,Minutes of Learning,https://i.ytimg.com/vi/yolQWaKn9Sk/maxresdefault.jpg
283,MVotlHJpI9c,Data Transformation in Power BI | Data Merging in Power BI | Data cleaning in Power BI | Simplilearn,microsoft post data simplilearn analyst certification day bi analysts graduate transformation merging bi fundamentals data business power analysis,3900,124,data transformation data transformation techniques data transformation in power bi data transformation in statistics data transformation in power query data transformation in power bi tutorial data transformation in power query power bi advanced data transformation in power bi data cleaning in power bi data cleaning in power bi tutorial data cleaning and modeling in power bi how to perform data cleaning in power bi complex data cleaning in power bi power bi tutorial,https://www.youtube.com/watch?v=MVotlHJpI9c,1074,2024-03-31 14:30:07,[0],advanced techniques query statistics modeling transformation analysis data power cleaning,[[0. 0. 0. ... 0. 0. 0.]],0.0,1.73,0.92,de2,Simplilearn,https://i.ytimg.com/vi/MVotlHJpI9c/maxresdefault.jpg
284,ms6EV1pG3tc,Data Analysis 4: Data Transformation - Computerphile,milk get time right litre units data fuel,84887,1847,computers computerphile computer science University of Nottingham Computer Science Data Analysis Data Dr Mike Pound Dr Mercedes Torres Torres Data Transformation,https://www.youtube.com/watch?v=ms6EV1pG3tc,1171,2019-07-09 21:01:40,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",time computer transformation analysis data fuel science,[[0. 0. 0. ... 0. 0. 0.]],2.36,1.18,2.53,chem4,Computerphile,https://i.ytimg.com/vi/ms6EV1pG3tc/maxresdefault.jpg
285,A1H4j97paI4,Transforming nonlinear data | More on regression | AP Statistics | Khan Academy,practice relationship statistics khan regression nonlinear meet writers transform ap use logarithms use statistics view linear lessons one ap_ subject data academy,45968,494,online learning online class video class video tutorial online education,https://www.youtube.com/watch?v=A1H4j97paI4,175,2018-04-27 00:09:34,"[1, 1, 0, 0, 1, 1, 1, 1]",statistics transform relationship linear use view data learning regression class,[[0. 0. 0. ... 0. 0. 0.]],3.75,0.58,3.32,dett5,Khan Academy,https://i.ytimg.com/vi/A1H4j97paI4/maxresdefault.jpg
286,0l3tzQI_ApM,Data Reduction Techniques Part-1 Explained with Example in Hindi,blogger engineer l shridhar podcaster educational mankar educator youtuber,42718,576,,https://www.youtube.com/watch?v=0l3tzQI_ApM,462,2023-01-07 12:44:33,"[0, 0, 0, 1, 0, 1, 1, 0, 1]",techniques reduction data,[[0. 0. 0. ... 0. 0. 0.]],2.22,0.73,2.17,de2,5 Minutes Engineering,https://i.ytimg.com/vi/0l3tzQI_ApM/hqdefault.jpg
288,XQc6zuKNM1I,L27: Data Reduction | Data Cube Aggregation | Data warehouse and Data Mining Lectures Hindi,course warehouse data learn mining full lecture mining cube course,102010,1105,data mining dwdm ggsipu,https://www.youtube.com/watch?v=XQc6zuKNM1I,410,2019-10-09 13:19:34,[0],aggregation reduction full mining warehouse data,[[0. 0. 0. ... 0. 0. 0.]],0.0,0.59,0.32,de3,Easy Engineering Classes,https://i.ytimg.com/vi/XQc6zuKNM1I/maxresdefault.jpg
290,NAL_3fuPfQQ,"8. Data Reduction: Data cube aggregation, Attribute subset selection, Dimensionality reduction",selection dimensionality concept hierarchical aggregation 13 numerosity cube reduction attribute 16 subset generation 11,10517,124,Data reduction Data cube aggregation Attribute subset selection Dimensionality reduction Numerosity reduction Discretization concept hierarchical generation data mining data preprocessing,https://www.youtube.com/watch?v=NAL_3fuPfQQ,1099,2020-04-25 12:37:38,"[0, 1]",selection concept reduction aggregation discretization preprocessing mining generation data,[[0. 0. 0. ... 0. 0. 0.]],2.5,0.64,2.36,de2,The Academician,https://i.ytimg.com/vi/NAL_3fuPfQQ/hqdefault.jpg
292,KWKRBw015pQ,"1.10 DATA REDUCTION (AGGREGATION AND DIMENSIONALITY REDUCTION ( WAVELET TRANSFORM, PCA)) PART 1",data compressionwavelet topics aggregationdimensionality analysisdear tube aayushi component channel like lecture videos friends transformprincipal lossless cube assistant datamining working series,35521,408,Datawarehouse education videos datamininglectureseries notes aktunotes,https://www.youtube.com/watch?v=KWKRBw015pQ,500,2020-04-07 12:05:32,"[0, 1, 1, 0, 1, 1, 1, 1]",1 reduction series data,[[0. 0. 0. ... 0. 0. 0.]],3.75,0.62,3.35,de2,Minutes of Learning,https://i.ytimg.com/vi/KWKRBw015pQ/maxresdefault.jpg
294,M65LHFdt63I,Data Reduction Strategies in Data Mining || Data Compression and Data Reduction | Data Mining Part 9,video part data strategies compression data compression learn reduction mining,6455,0,tech guide vb tech guide VB techguidevb techguide vb Data Reduction Strategies in Data Mining Data Compression and Data Reduction Data Mining Part 9 data compression in data mining data reduction in data mining Data Cube Aggregation in data mining Dimensionality reduction data mining concept and techniques dimensionality reduction in data mining data reduction data mining data compression data reduction strategies data cube aggregation data mining tutorial,https://www.youtube.com/watch?v=M65LHFdt63I,685,2021-05-03 12:30:04,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",techniques concept reduction aggregation mining data,[[0. 0. 0. ... 0. 0. 0.]],0.93,0.0,0.75,de3,Tech Guide VB,https://i.ytimg.com/vi/M65LHFdt63I/maxresdefault.jpg
295,8k56bvhXw4s,Data Analysis 5: Data Reduction - Computerphile,much data dr mike best dataset pound reduce,61088,1481,computers computerphile computer science University of Nottingham Computer Science Data Analysis Data Dr Mike Pound Dr Mercedes Torres Torres Data Reduction,https://www.youtube.com/watch?v=8k56bvhXw4s,1070,2019-07-09 21:05:27,"[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",reduction computer analysis data science,[[0. 0. 0. ... 0. 0. 0.]],2.39,1.32,2.63,de2,Computerphile,https://i.ytimg.com/vi/8k56bvhXw4s/maxresdefault.jpg
296,DvsGNtqQj08,Dealing With Noisy Data : Binning Technique [Data Mining] (HINDI),blogger engineer l shridhar podcaster educational mankar educator youtuber,140626,5810,5-minutes engineering 5-minutes 5-Minutes engineering artificial intelligence database management system software modeling and designing Software engineering and project planning data mining and warehouse data analytics Mobile communication Mobile computing Computer networks high performance computing parallel computing Operating system Software programming SPOS web technology internet of things design and analysis of algorithm,https://www.youtube.com/watch?v=DvsGNtqQj08,249,2018-08-22 12:40:14,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1]",binning communication software computer management analytics web algorithm intelligence computing networks operating system artificial modeling mining programming parallel database data project performance planning noisy warehouse analysis design engineering,[[0. 0. 0. ... 0. 0. 0.]],3.21,2.25,3.79,sepm5,5 Minutes Engineering,https://i.ytimg.com/vi/DvsGNtqQj08/hqdefault.jpg
297,iv_ec0EfXcE,Machine Learning Tutorial 10 - Binning Data,reserve newsletter dev support algorithms linkedin card python store start ruby patreon subscribe amazon bonus bitcoin 0x350139af84b60d075a3a0379716040b63f6d3853 crypto get steel sponsors courses buy career 3hnf1swtzo1dcu7rwflhgk7syivfv37pbq paypal free eth ~~~~~~~~~~~~~~ twitter github connect data instagram,34587,763,Machine learning predictive analytics machine learning and predictive analytics binning data binning data binning bigdata big data data science features categorical continuous feature descriptive feature target feature data prediction computer science,https://www.youtube.com/watch?v=iv_ec0EfXcE,283,2018-01-06 17:00:05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",analytics binning python twitter big store machine computer prediction features support continuous learning algorithms data science,[[0. 0. 0. ... 0. 0. 0.]],4.17,1.2,3.99,bdt1,Caleb Curry,https://i.ytimg.com/vi/iv_ec0EfXcE/maxresdefault.jpg
298,kKWsJGKcMvo,Binning and Binarization | Discretization | Quantile Binning | KMeans Binning,involves feature discrete binning continuous intervals grouping data aiding engineering,52660,1306,Education Engineering Campus Placement Skills Machine Learning Software Web Development Profile Building,https://www.youtube.com/watch?v=kKWsJGKcMvo,2305,2021-04-19 14:28:16,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",binning discrete discretization building web development software engineering machine grouping continuous learning data,[[0. 0. 0. ... 0. 0. 0.]],3.17,1.35,3.27,de2,CampusX,https://i.ytimg.com/vi/kKWsJGKcMvo/maxresdefault.jpg
299,S0kw55N2Mgg,"EXAM QUESTION - binning method in data mining in hindi urdu, binning methods for data smoothing",question example binning lecture 3rd exam solved mining tutorial beginners method studentsthis language data urdu hindi series,73463,1049,binning method in data mining in hindi binning method in data mining in urdu binning methods for data smoothing binning method in data mining examples binning in data mining binning in data mining in hindi binning in data mining in urdu binning in data mining examples binning data mining bining method data binning data binning method in data mining what is binning method in data mining binning example binning in data cleaning data binning python noisy data urdu,https://www.youtube.com/watch?v=S0kw55N2Mgg,484,2020-01-27 17:01:52,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0]",binning python mining language noisy method data cleaning series,[[0. 0. 0. ... 0. 0. 0.]],2.61,0.78,2.52,pf,Programology,https://i.ytimg.com/vi/S0kw55N2Mgg/maxresdefault.jpg
300,uBntfW8R7sw,What is Binning in Feature Engineering? | Data Science | Machine Learning | Decodr Technologies,__________________at building driven decodr modern technologies world careers technology,778,16,data science decodr technologies decodr technologies machine learning Python python machine learning AI Artificial intelligence Machine Learning Repository Machine Learning vs AIAI,https://www.youtube.com/watch?v=uBntfW8R7sw,310,2020-06-24 06:47:30,[],binning artificial python building intelligence machine data learning science,[[0. 0. 0. ... 0. 0. 0.]],0.0,1.12,0.6,aies5,Decodr Technologies,https://i.ytimg.com/vi/uBntfW8R7sw/hqdefault.jpg
301,mb3N4_pYtqE,#18 Decision Tree Induction - with Example |DM|,experience presentation interview agri extensive performing training feedback channel 2 compensation specific instagram services decision talent tree resource personnel mock algorithm experience part resources hr interview,218141,2813,,https://www.youtube.com/watch?v=mb3N4_pYtqE,404,2022-02-09 09:41:53,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",algorithm decision tree induction,[[0. 0. 0. ... 0. 0. 0.]],1.73,0.7,1.77,de5,Trouble- Free,https://i.ytimg.com/vi/mb3N4_pYtqE/maxresdefault.jpg
302,cHT-qLnRm0E,Lec-3: Introduction to Regression with Real Life Examples,media playlist regression dependent like system predictive computationdata instagram email one links :-------------------------------------------------------------------------------------------------------------------------------------- social type networks suggestion computing notes system,284281,5168,regression regression analysis simple linear regression machine learning what is regression linear regression analysis what is regression testing linear regression machine learning linear regression machine learning python gate smashers gate smashers ai artificial intelligence ai vs machine learning data science data analyst data scientist AI engineer gate da exam supervised learning classification Regression Basics Regression Techniques CSE Lecture,https://www.youtube.com/watch?v=cHT-qLnRm0E,439,2023-08-24 13:49:43,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1]",regression supervised intelligence computing networks machine email simple science system techniques artificial data python linear testing analysis classification learning type life,[[0. 0. 0. ... 0. 0. 0.]],3.31,0.99,3.19,aies5,Gate Smashers,https://i.ytimg.com/vi/cHT-qLnRm0E/maxresdefault.jpg
303,eNQh0dsPVpA,How to MAKE (and USE) Decision Tree Analysis in Excel,get plus 52 ready template ready made use,74985,555,,https://www.youtube.com/watch?v=eNQh0dsPVpA,654,2021-12-20 09:15:38,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",use template decision analysis tree,[[0. 0. 0. ... 0. 0. 0.]],4.58,0.4,3.9,de2,David McLachlan,https://i.ytimg.com/vi/eNQh0dsPVpA/maxresdefault.jpg
304,FndwYNcVe0U,Tutorial 2- Feature Selection-How To Drop Features Using Pearson Correlation,data features support machine live complete benefits subscribe end additional using playlist sagemaker please dl server gpay channelcomplete drop ml tooconnect krishnaik06 mongodb playlist channel materials pearson going,150478,3226,Feature selection Python Feature selection methods in machine learning Feature selection methods for classification Feature selection methods for classification Python Feature selection sklearn Feature selection in R Feature selection for classification Chi-square feature selection Python example,https://www.youtube.com/watch?v=FndwYNcVe0U,873,2020-10-02 07:08:29,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]",drop selection python correlation mongodb machine features support data learning classification chi-square,[[0. 0. 0. ... 0. 0. 0.]],2.36,1.17,2.52,ps5,Krish Naik,https://i.ytimg.com/vi/FndwYNcVe0U/maxresdefault.jpg
305,AHR_7jFCMeY,What Is a Data Warehouse?,science sign complete training free data 57 career warehouse guide,313610,6617,What is Data Warehouse data warehouse data warehouse definition data warehouse example types of data warehouse data warehouse vs database data warehouse architecture data warehouse software data warehouse concepts snowflake data warehouse data warehousing data warehouse tutorial data warehouse tutorial for beginners data warehousing tutorial data warehouse basics Introduction to Data warehouse how data warehouse works data warehouse implementations,https://www.youtube.com/watch?v=AHR_7jFCMeY,212,2020-06-04 15:59:57,"[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",software architecture types warehouse sign database data science,[[0. 0. 0. ... 0. 0. 0.]],3.6,1.15,3.51,dbms2,365 Data Science,https://i.ytimg.com/vi/AHR_7jFCMeY/maxresdefault.jpg
306,k4tK2ttdSDg,What is a Data Warehouse?,blog data 1 pak mart compare data warehouse warehouses mart video lake learn whats db2 ibm marts cloud warehouse,95327,2077,Data Warehouse Data Mart Data Lake database data base cloud computing hybrid cloud IBM IBM Cloud Enterprise Data Warehouse,https://www.youtube.com/watch?v=k4tK2ttdSDg,501,2021-06-04 16:30:16,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1 computing warehouse cloud database data base,[[0. 0. 0. ... 0. 0. 0.]],3.61,1.19,3.54,dbms2,IBM Technology,https://i.ytimg.com/vi/k4tK2ttdSDg/maxresdefault.jpg
307,NphMcnU8ymU,Introduction to Data Warehouse🏺 with Examples,structured repository designed usea data process03 03 retrieve centralized multiple introduction00 volumes warehouse data example01,282020,4457,data warehouse data warehouse architecture data warehouse tutorial data warehouse and mining data mining warehouse management system data warehouse concepts gate smashers database management system playlist gate smashers dbms how to store data in warehouse data warehouse applications data warehouse vs database data warehouse models data warehouse in hindi data warehouse in dbms,https://www.youtube.com/watch?v=NphMcnU8ymU,342,2023-07-31 12:24:45,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",applications structured architecture mining store warehouse multiple database data management system,[[0. 0. 0. ... 0. 0. 0.]],2.72,0.86,2.65,dbms2,Gate Smashers,https://i.ytimg.com/vi/NphMcnU8ymU/maxresdefault.jpg
308,oF_2uDb7DvQ,What is ETL | What is Data Warehouse | OLTP vs OLAP,warehouse discuss data video purpose,416419,11073,OLAP ETL Data Warehouse What is Data Warehouse OLTP etl what is etl etl process etl process in data warehouse data warehouse olap oltp vs olap olap vs oltp oltp data warehouse concepts etl tools etl tutorial data warehousing what is data warehouse etl tutorial for beginners etl data warehouse etl tool olap oltp olap and oltp difference between olap and oltp data warehouse tutorial etl pipeline etl pipeline tutorial etl tools for data engineer,https://www.youtube.com/watch?v=oF_2uDb7DvQ,487,2020-02-15 03:01:38,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",tools warehouse difference process data,[[0. 0. 0. ... 0. 0. 0.]],4.46,1.45,4.37,dett5,codebasics,https://i.ytimg.com/vi/oF_2uDb7DvQ/maxresdefault.jpg
309,-bSkREem8dM,Database vs Data Warehouse vs Data Lake | What is the Difference?,store take data look 3 different today database differences lake builder data analyst warehouse ways,779083,20534,Data Analyst Data Analyst job Data Analyst Career Data Analytics Alex The Analyst database vs data warehouse database vs data lake database vs data warehouse vs data lake data base vs data lake vs data warehouse database vs data lake vs data warehouse data warehouse data lake what is a database what is a data warehouse what is a data lake what is a data lake vs data warehouse data warehouse vs data lake,https://www.youtube.com/watch?v=-bSkREem8dM,322,2022-04-26 10:30:00,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",job analytics store warehouse look database data base,[[0. 0. 0. ... 0. 0. 0.]],3.23,1.43,3.36,dbms2,Alex The Analyst,https://i.ytimg.com/vi/-bSkREem8dM/maxresdefault.jpg
310,hQvCOBv_-LE,What is STAR schema | Star vs Snowflake Schema | Fact vs Dimension Table,popular two modeling modeling star data snowflake ways,148103,6749,,https://www.youtube.com/watch?v=hQvCOBv_-LE,419,2023-02-16 13:30:09,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",modeling table data,[[0. 0. 0. ... 0. 0. 0.]],4.56,2.48,5.0,de3,codebasics,https://i.ytimg.com/vi/hQvCOBv_-LE/maxresdefault.jpg
311,ot-2GXJXYMM,What is Star Schema | Schema for Multi Dimensional Data Model | Data Warehouse,08 example intelligence warehousing schema commonly 00 data business dimension used star schema02 advantages star schema01,104769,1796,star schema data warehouse star schema vs snow schema advantage of star schema data warehousing and data mining data extraction tools how star schema works power bi star schema power bi star schema vs flat table power bi Schema for Multi Dimensional Data Model Data Warehouse Schema Data Warehouse Architecture Data Warehouse Concepts Star Schema Data Warehouse Implementation Data Warehouse Best Practices Data Warehouse Design CSE DataWarehousingSchemaDesign,https://www.youtube.com/watch?v=ot-2GXJXYMM,371,2023-08-09 05:57:58,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",table tools dimensional mining intelligence architecture warehouse model design data power,[[0. 0. 0. ... 0. 0. 0.]],2.71,0.93,2.68,de3,Gate Smashers,https://i.ytimg.com/vi/ot-2GXJXYMM/maxresdefault.jpg
312,4MrU6hsssSI,"Schema : Star Schema, Snowflake Schema, Fact Constellation Schema Explained In Hindi",blogger engineer l shridhar podcaster educational mankar educator youtuber,253560,8753,5-minutes engineering engineering 5-minutes artificial intelligence database management system software modeling and designing Software engineering and project planning data mining and warehouse data analytics Mobile communication Mobile computing Computer networks high performance computing parallel computing Operating system Software programming SPOS web technology internet of things design and analysis of algorithm,https://www.youtube.com/watch?v=4MrU6hsssSI,262,2018-08-28 02:10:21,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",communication software computer management analytics web algorithm intelligence computing networks operating system artificial modeling mining programming parallel database project data performance planning warehouse analysis design engineering,[[0. 0. 0. ... 0. 0. 0.]],3.7,1.88,3.98,aies2,5 Minutes Engineering,https://i.ytimg.com/vi/4MrU6hsssSI/hqdefault.jpg
